loss_image,loss_tabular,loss_fusion,loss_total
0.043466477458212006,0.04765076311105827,0.02312199729711339,0.11423923786638368
0.040786509733938395,0.042935015469577335,0.0239475490289115,0.10766907423242722
0.038254258489908356,0.044884267666057485,0.019595321643377475,0.10273384779934332
0.03602957638310908,0.042707931740167966,0.018585048948626205,0.09732255707190324
0.034056173963342214,0.042023663024030274,0.02151802037791214,0.09759785736528463
0.03219065096363592,0.047753587031640156,0.01646706388064987,0.09641130187592595
0.030409800142636143,0.04317936140911161,0.01692165260659108,0.09051081415833884
0.028714937641244633,0.04242849669972297,0.015583741300720358,0.08672717564168797
0.02710201584382072,0.04349070190378848,0.0164601908527568,0.08705290860036599
0.025570896445893127,0.04297018404150923,0.01437035570808471,0.08291143619548708
0.024140471471517176,0.04096707113400745,0.014028171207398863,0.07913571381292349
0.022840628311297788,0.03946860718760849,0.011898853955808968,0.07420808945471524
0.021644834646459197,0.03680033772009712,0.012116128825494862,0.07056130119205117
0.020520367113799357,0.04447114757787818,0.010937909171212802,0.07592942386289034
0.019447750893151584,0.03879219217700695,0.011710893920604388,0.06995083699076292
0.018435631574656983,0.037166955026716436,0.011074136709522913,0.06667672331089633
0.017500959164074164,0.03385304540684692,0.011684933471113462,0.06303893804203455
0.016637027371904128,0.03141635414853835,0.009016663508471207,0.05707004502891368
0.015826572754673116,0.036414370378180363,0.01032525447357974,0.06256619760643321
0.015074632405887838,0.033245626746713094,0.00837494044791337,0.05669519960051431
0.014377722922962214,0.031227053010465612,0.0064468706007588415,0.05205164653418667
0.01373420799966126,0.031462420528695495,0.009020444841404166,0.05421707336976092
0.01312237527027886,0.03148185955576345,0.008315571195026336,0.05291980602106865
0.012535562444907654,0.03217631930198694,0.008535226234855208,0.053247107981749794
0.011980620900319395,0.031402079797893175,0.005695112739557181,0.04907781343776975
0.011469694858829382,0.0274438814005009,0.007599000562833867,0.04651257682216415
0.011000829055872647,0.029076866815537183,0.007378630089824888,0.04745632596123472
0.010565157539758008,0.02692696269858264,0.005983495353471327,0.04347561559181197
0.010149206217745224,0.026308775005220802,0.00702315298621249,0.04348113420917852
0.009750193664798535,0.025816997340007485,0.006359784354393524,0.04192697535919954
0.00937044109225401,0.026269305305191493,0.006056994602305879,0.04169674099975139
0.009016011786198258,0.025009136785018215,0.007436181759234695,0.04146133033045117
0.008691645306528705,0.023188289140802502,0.005474813384436403,0.03735474783176761
0.008390664319850527,0.02487468305223587,0.005203380141952515,0.03846872751403891
0.008106200408612332,0.023448221408283215,0.006239221738584456,0.037793643555480004
0.007835138601261907,0.026984923884039044,0.004917210133950187,0.03973727261925114
0.007574698802581221,0.02540188519114433,0.004761914128802489,0.03773849812252804
0.007326354108248983,0.021371783122622823,0.004664906547676439,0.03336304377854825
0.007092422627617607,0.023120248125035128,0.004795835455566792,0.03500850620821953
0.006872773459763613,0.025217464886743805,0.003885027787751055,0.03597526613425848
0.006667241618688332,0.022401588150309605,0.0033558040377909674,0.03242463380678891
0.006475920657306161,0.023271068484532663,0.0042470371281116,0.03399402626995042
0.006291831340386035,0.019266230169515803,0.004456375330400906,0.030014436840302743
0.006110238777690338,0.020704533889657126,0.0036495196995530933,0.030464292366900556
0.00593435119685688,0.020421091979470358,0.003356604661515311,0.029712047837842547
0.005770569185912956,0.019433810977043716,0.0044319349091586704,0.02963631507211534
0.005621071387742521,0.01998631005731899,0.0031786340298613435,0.028786015474922853
0.005484481573238896,0.01908973981453976,0.0029248930745609156,0.02749911446233957
0.005355937847643539,0.018140940291196984,0.003343237493854227,0.026840115632694752
0.005227349208475411,0.018090831771345177,0.003281262223954854,0.02659944320377544
0.005096348770445425,0.017542981705772537,0.003294872901069652,0.025934203377287614
0.0049675148180478475,0.01747058467141083,0.002638611854602449,0.02507671134406113
0.004843992829934059,0.017551062288497798,0.003030210259720247,0.025425265378152106
